Country Name,Country Code,Series Name,2015 [YR2015]
Portugal,PRT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Portugal,PRT,CO2 emissions from gaseous fuel consumption (% of total),..
Portugal,PRT,GDP (current US$),1.99E+11
Portugal,PRT,GDP growth (annual %),1.454463805
Portugal,PRT,GDP per capita (current US$),19222.9356
Portugal,PRT,"Population, total",10348648
Portugal,PRT,Surface area (sq. km),92220
Puerto Rico,PRI,CO2 emissions (kg per PPP $ of GDP),..
Puerto Rico,PRI,CO2 emissions (kt),..
Puerto Rico,PRI,CO2 emissions (metric tons per capita),..
Puerto Rico,PRI,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Puerto Rico,PRI,CO2 emissions from gaseous fuel consumption (% of total),..
Puerto Rico,PRI,GDP (current US$),..
Puerto Rico,PRI,GDP growth (annual %),..
Puerto Rico,PRI,GDP per capita (current US$),..
Puerto Rico,PRI,"Population, total",3474182
Puerto Rico,PRI,Surface area (sq. km),8870
Qatar,QAT,CO2 emissions (kg per PPP $ of GDP),..
Qatar,QAT,CO2 emissions (kt),..
Qatar,QAT,CO2 emissions (metric tons per capita),..
Qatar,QAT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Qatar,QAT,CO2 emissions from gaseous fuel consumption (% of total),..
Qatar,QAT,GDP (current US$),1.67E+11
Qatar,QAT,GDP growth (annual %),3.58277343
Qatar,QAT,GDP per capita (current US$),74667.19707
Qatar,QAT,"Population, total",2235355
Qatar,QAT,Surface area (sq. km),11610
Republic of the Congo,COG,CO2 emissions (kg per PPP $ of GDP),..
Republic of the Congo,COG,CO2 emissions (kt),..
Republic of the Congo,COG,CO2 emissions (metric tons per capita),..
Republic of the Congo,COG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Republic of the Congo,COG,CO2 emissions from gaseous fuel consumption (% of total),..
Republic of the Congo,COG,GDP (current US$),8553154506
Republic of the Congo,COG,GDP growth (annual %),2.646447935
Republic of the Congo,COG,GDP per capita (current US$),1851.199916
Republic of the Congo,COG,"Population, total",4620330
Republic of the Congo,COG,Surface area (sq. km),342000
Romania,ROM,CO2 emissions (kg per PPP $ of GDP),..
Romania,ROM,CO2 emissions (kt),..
Romania,ROM,CO2 emissions (metric tons per capita),..
Romania,ROM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Romania,ROM,CO2 emissions from gaseous fuel consumption (% of total),..
Romania,ROM,GDP (current US$),1.78E+11
Romania,ROM,GDP growth (annual %),3.736683579
Romania,ROM,GDP per capita (current US$),8972.922518
Romania,ROM,"Population, total",19832389
Romania,ROM,Surface area (sq. km),238390
Russia,RUS,CO2 emissions (kg per PPP $ of GDP),..
Russia,RUS,CO2 emissions (kt),..
Russia,RUS,CO2 emissions (metric tons per capita),..
Russia,RUS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Russia,RUS,CO2 emissions from gaseous fuel consumption (% of total),..
Russia,RUS,GDP (current US$),1.33E+12
Russia,RUS,GDP growth (annual %),-3.72667344
Russia,RUS,GDP per capita (current US$),9057.11306
Russia,RUS,"Population, total",144096812
Russia,RUS,Surface area (sq. km),17098250
Rwanda,RWA,CO2 emissions (kg per PPP $ of GDP),..
Rwanda,RWA,CO2 emissions (kt),..
Rwanda,RWA,CO2 emissions (metric tons per capita),..
Rwanda,RWA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Rwanda,RWA,CO2 emissions from gaseous fuel consumption (% of total),..
Rwanda,RWA,GDP (current US$),8095980014
Rwanda,RWA,GDP growth (annual %),6.904203115
Rwanda,RWA,GDP per capita (current US$),697.3482281
Rwanda,RWA,"Population, total",11609666
Rwanda,RWA,Surface area (sq. km),26340
Samoa,WSM,CO2 emissions (kg per PPP $ of GDP),..
Samoa,WSM,CO2 emissions (kt),..
Samoa,WSM,CO2 emissions (metric tons per capita),..
Samoa,WSM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Samoa,WSM,CO2 emissions from gaseous fuel consumption (% of total),..
Samoa,WSM,GDP (current US$),761037916.4
Samoa,WSM,GDP growth (annual %),1.634776026
Samoa,WSM,GDP per capita (current US$),3938.548846
Samoa,WSM,"Population, total",193228
Samoa,WSM,Surface area (sq. km),2840
San Marino,SMR,CO2 emissions (kg per PPP $ of GDP),..
San Marino,SMR,CO2 emissions (kt),..
San Marino,SMR,CO2 emissions (metric tons per capita),..
San Marino,SMR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
San Marino,SMR,CO2 emissions from gaseous fuel consumption (% of total),..
San Marino,SMR,GDP (current US$),..
San Marino,SMR,GDP growth (annual %),..
San Marino,SMR,GDP per capita (current US$),..
San Marino,SMR,"Population, total",31781
San Marino,SMR,Surface area (sq. km),60
Sao Tome and Principe,STP,CO2 emissions (kg per PPP $ of GDP),..
Sao Tome and Principe,STP,CO2 emissions (kt),..
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),..
Sao Tome and Principe,STP,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Sao Tome and Principe,STP,CO2 emissions from gaseous fuel consumption (% of total),..
Sao Tome and Principe,STP,GDP (current US$),..
Sao Tome and Principe,STP,GDP growth (annual %),..
Sao Tome and Principe,STP,GDP per capita (current US$),..
Sao Tome and Principe,STP,"Population, total",190344
Sao Tome and Principe,STP,Surface area (sq. km),960
Saudi Arabia,SAU,CO2 emissions (kg per PPP $ of GDP),..
Saudi Arabia,SAU,CO2 emissions (kt),..
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),..
Saudi Arabia,SAU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Saudi Arabia,SAU,CO2 emissions from gaseous fuel consumption (% of total),..
Saudi Arabia,SAU,GDP (current US$),6.46E+11
Saudi Arabia,SAU,GDP growth (annual %),3.485656413
Saudi Arabia,SAU,GDP per capita (current US$),20481.74532
Saudi Arabia,SAU,"Population, total",31540372
Saudi Arabia,SAU,Surface area (sq. km),2149690
Senegal,SEN,CO2 emissions (kg per PPP $ of GDP),..
Senegal,SEN,CO2 emissions (kt),..
Senegal,SEN,CO2 emissions (metric tons per capita),..
Senegal,SEN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Senegal,SEN,CO2 emissions from gaseous fuel consumption (% of total),..
Senegal,SEN,GDP (current US$),13779570706
Senegal,SEN,GDP growth (annual %),6.485194754
Senegal,SEN,GDP per capita (current US$),910.788688
Senegal,SEN,"Population, total",15129273
Senegal,SEN,Surface area (sq. km),196710
Serbia,SRB,CO2 emissions (kg per PPP $ of GDP),..
Serbia,SRB,CO2 emissions (kt),..
Serbia,SRB,CO2 emissions (metric tons per capita),..
Serbia,SRB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Serbia,SRB,CO2 emissions from gaseous fuel consumption (% of total),..
Serbia,SRB,GDP (current US$),36513027128
Serbia,SRB,GDP growth (annual %),0.726074887
Serbia,SRB,GDP per capita (current US$),5143.949926
Serbia,SRB,"Population, total",7098247
Serbia,SRB,Surface area (sq. km),88360
Seychelles,SYC,CO2 emissions (kg per PPP $ of GDP),..
Seychelles,SYC,CO2 emissions (kt),..
Seychelles,SYC,CO2 emissions (metric tons per capita),..
Seychelles,SYC,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Seychelles,SYC,CO2 emissions from gaseous fuel consumption (% of total),..
Seychelles,SYC,GDP (current US$),1437722206
Seychelles,SYC,GDP growth (annual %),3.497813866
Seychelles,SYC,GDP per capita (current US$),15476.01944
Seychelles,SYC,"Population, total",92900
Seychelles,SYC,Surface area (sq. km),455
Sierra Leone,SLE,CO2 emissions (kg per PPP $ of GDP),..
Sierra Leone,SLE,CO2 emissions (kt),..
Sierra Leone,SLE,CO2 emissions (metric tons per capita),..
Sierra Leone,SLE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Sierra Leone,SLE,CO2 emissions from gaseous fuel consumption (% of total),..
Sierra Leone,SLE,GDP (current US$),4474689706
Sierra Leone,SLE,GDP growth (annual %),-20.30124592
Sierra Leone,SLE,GDP per capita (current US$),693.4080457
Sierra Leone,SLE,"Population, total",6453184
Sierra Leone,SLE,Surface area (sq. km),72300
Singapore,SGP,CO2 emissions (kg per PPP $ of GDP),..
Singapore,SGP,CO2 emissions (kt),..
Singapore,SGP,CO2 emissions (metric tons per capita),..
Singapore,SGP,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Singapore,SGP,CO2 emissions from gaseous fuel consumption (% of total),..
Singapore,SGP,GDP (current US$),2.93E+11
Singapore,SGP,GDP growth (annual %),2.008372345
Singapore,SGP,GDP per capita (current US$),52888.74467
Singapore,SGP,"Population, total",5535002
Singapore,SGP,Surface area (sq. km),717
Sint Maarten (Dutch part),SXM,CO2 emissions (kg per PPP $ of GDP),..
Sint Maarten (Dutch part),SXM,CO2 emissions (kt),..
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),..
Sint Maarten (Dutch part),SXM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Sint Maarten (Dutch part),SXM,CO2 emissions from gaseous fuel consumption (% of total),..
Sint Maarten (Dutch part),SXM,GDP (current US$),..
Sint Maarten (Dutch part),SXM,GDP growth (annual %),..
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),..
Sint Maarten (Dutch part),SXM,"Population, total",38817
Sint Maarten (Dutch part),SXM,Surface area (sq. km),34
Slovakia,SVK,CO2 emissions (kg per PPP $ of GDP),..
Slovakia,SVK,CO2 emissions (kt),..
Slovakia,SVK,CO2 emissions (metric tons per capita),..
Slovakia,SVK,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Slovakia,SVK,GDP (current US$),86581789952
Slovakia,SVK,GDP growth (annual %),3.595020933
Slovakia,SVK,GDP per capita (current US$),15962.57224
Slovakia,SVK,"Population, total",5424050
Slovakia,SVK,Surface area (sq. km),49036
Slovenia,SVN,CO2 emissions (kg per PPP $ of GDP),..
Slovenia,SVN,CO2 emissions (kt),..
Slovenia,SVN,CO2 emissions (metric tons per capita),..
Slovenia,SVN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Slovenia,SVN,GDP (current US$),42746980843
Slovenia,SVN,GDP growth (annual %),2.879160899
Slovenia,SVN,GDP per capita (current US$),20713.07475
Slovenia,SVN,"Population, total",2063768
Slovenia,SVN,Surface area (sq. km),20270
Solomon Islands,SLB,CO2 emissions (kg per PPP $ of GDP),..
Solomon Islands,SLB,CO2 emissions (kt),..
Solomon Islands,SLB,CO2 emissions (metric tons per capita),..
Solomon Islands,SLB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Solomon Islands,SLB,GDP (current US$),1156834751
Solomon Islands,SLB,GDP growth (annual %),3.253985586
Solomon Islands,SLB,GDP per capita (current US$),1982.26969
Solomon Islands,SLB,"Population, total",583591
Solomon Islands,SLB,Surface area (sq. km),28900
Somalia,SOM,CO2 emissions (kg per PPP $ of GDP),..
Somalia,SOM,CO2 emissions (kt),..
Somalia,SOM,CO2 emissions (metric tons per capita),..
Somalia,SOM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Somalia,SOM,GDP (current US$),5953000000
Somalia,SOM,GDP growth (annual %),..
Somalia,SOM,GDP per capita (current US$),551.8626686
Somalia,SOM,"Population, total",10787104
Somalia,SOM,Surface area (sq. km),637660
South Africa,ZAF,CO2 emissions (kg per PPP $ of GDP),..
South Africa,ZAF,CO2 emissions (kt),..
South Africa,ZAF,CO2 emissions (metric tons per capita),..
South Africa,ZAF,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
South Africa,ZAF,GDP (current US$),3.13E+11
South Africa,ZAF,GDP growth (annual %),1.283295722
South Africa,ZAF,GDP per capita (current US$),5691.68677
South Africa,ZAF,"Population, total",54956920
South Africa,ZAF,Surface area (sq. km),1219090
South Korea,KOR,CO2 emissions (kg per PPP $ of GDP),..
South Korea,KOR,CO2 emissions (kt),..
South Korea,KOR,CO2 emissions (metric tons per capita),..
South Korea,KOR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
South Korea,KOR,CO2 emissions from gaseous fuel consumption (% of total),..
South Korea,KOR,GDP (current US$),1.38E+12
South Korea,KOR,GDP growth (annual %),2.611935409
South Korea,KOR,GDP per capita (current US$),27221.52405
South Korea,KOR,"Population, total",50617045
South Korea,KOR,Surface area (sq. km),100266
South Sudan,SSD,CO2 emissions (kg per PPP $ of GDP),..
South Sudan,SSD,CO2 emissions (kt),..
South Sudan,SSD,CO2 emissions (metric tons per capita),..
South Sudan,SSD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
South Sudan,SSD,GDP (current US$),9015221096
South Sudan,SSD,GDP growth (annual %),-6.349777952
South Sudan,SSD,GDP per capita (current US$),730.5801009
South Sudan,SSD,"Population, total",12339812
South Sudan,SSD,Surface area (sq. km),644330
Spain,ESP,CO2 emissions (kg per PPP $ of GDP),..
Spain,ESP,CO2 emissions (kt),..
Spain,ESP,CO2 emissions (metric tons per capita),..
Spain,ESP,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Spain,ESP,GDP (current US$),1.20E+12
Spain,ESP,GDP growth (annual %),3.214286402
Spain,ESP,GDP per capita (current US$),25831.58231
Spain,ESP,"Population, total",46418269
Spain,ESP,Surface area (sq. km),505940
Sri Lanka,LKA,CO2 emissions (kg per PPP $ of GDP),..
Sri Lanka,LKA,CO2 emissions (kt),..
Sri Lanka,LKA,CO2 emissions (metric tons per capita),..
Sri Lanka,LKA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Sri Lanka,LKA,GDP (current US$),82316172384
Sri Lanka,LKA,GDP growth (annual %),4.785984567
Sri Lanka,LKA,GDP per capita (current US$),3926.174396
Sri Lanka,LKA,"Population, total",20966000
Sri Lanka,LKA,Surface area (sq. km),65610
St. Kitts and Nevis,KNA,CO2 emissions (kg per PPP $ of GDP),..
St. Kitts and Nevis,KNA,CO2 emissions (kt),..
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),..
St. Kitts and Nevis,KNA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
St. Kitts and Nevis,KNA,GDP (current US$),921888851.9
St. Kitts and Nevis,KNA,GDP growth (annual %),4.618097924
St. Kitts and Nevis,KNA,GDP per capita (current US$),16589.08896
St. Kitts and Nevis,KNA,"Population, total",55572
St. Kitts and Nevis,KNA,Surface area (sq. km),260
St. Lucia,LCA,CO2 emissions (kg per PPP $ of GDP),..
St. Lucia,LCA,CO2 emissions (kt),..
St. Lucia,LCA,CO2 emissions (metric tons per capita),..
St. Lucia,LCA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
St. Lucia,LCA,GDP (current US$),1436390326
St. Lucia,LCA,GDP growth (annual %),1.760480089
St. Lucia,LCA,GDP per capita (current US$),7764.314001
St. Lucia,LCA,"Population, total",184999
St. Lucia,LCA,Surface area (sq. km),620
St. Martin (French part),MAF,CO2 emissions (kg per PPP $ of GDP),..
St. Martin (French part),MAF,CO2 emissions (kt),..
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),..
St. Martin (French part),MAF,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
St. Martin (French part),MAF,GDP (current US$),..
St. Martin (French part),MAF,GDP growth (annual %),..
St. Martin (French part),MAF,GDP per capita (current US$),..
St. Martin (French part),MAF,"Population, total",31754
St. Martin (French part),MAF,Surface area (sq. km),54.4
St. Vincent and the Grenadines,VCT,CO2 emissions (kg per PPP $ of GDP),..
St. Vincent and the Grenadines,VCT,CO2 emissions (kt),..
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),..
St. Vincent and the Grenadines,VCT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
St. Vincent and the Grenadines,VCT,GDP (current US$),751373263
St. Vincent and the Grenadines,VCT,GDP growth (annual %),1.451904416
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),6864.238393
St. Vincent and the Grenadines,VCT,"Population, total",109462
St. Vincent and the Grenadines,VCT,Surface area (sq. km),390
Sudan,SDN,CO2 emissions (kg per PPP $ of GDP),..
Sudan,SDN,CO2 emissions (kt),..
Sudan,SDN,CO2 emissions (metric tons per capita),..
Sudan,SDN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Sudan,SDN,GDP (current US$),84066770983
Sudan,SDN,GDP growth (annual %),3.43961625
Sudan,SDN,GDP per capita (current US$),2089.400212
Sudan,SDN,"Population, total",40234882
Sudan,SDN,Surface area (sq. km),1879357.5
Suriname,SUR,CO2 emissions (kg per PPP $ of GDP),..
Suriname,SUR,CO2 emissions (kt),..
Suriname,SUR,CO2 emissions (metric tons per capita),..
Suriname,SUR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Suriname,SUR,GDP (current US$),4877888604
Suriname,SUR,GDP growth (annual %),1.499332108
Suriname,SUR,GDP per capita (current US$),8983.633876
Suriname,SUR,"Population, total",542975
Suriname,SUR,Surface area (sq. km),163820
Swaziland,SWZ,CO2 emissions (kg per PPP $ of GDP),..
Swaziland,SWZ,CO2 emissions (kt),..
Swaziland,SWZ,CO2 emissions (metric tons per capita),..
Swaziland,SWZ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Swaziland,SWZ,GDP (current US$),4060072444
Swaziland,SWZ,GDP growth (annual %),1.657387295
Swaziland,SWZ,GDP per capita (current US$),3154.752981
Swaziland,SWZ,"Population, total",1286970
Swaziland,SWZ,Surface area (sq. km),17360
Sweden,SWE,CO2 emissions (kg per PPP $ of GDP),..
Sweden,SWE,CO2 emissions (kt),..
Sweden,SWE,CO2 emissions (metric tons per capita),..
Sweden,SWE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Sweden,SWE,GDP (current US$),4.93E+11
Sweden,SWE,GDP growth (annual %),4.093637317
Sweden,SWE,GDP per capita (current US$),50272.9415
Sweden,SWE,"Population, total",9798871
Sweden,SWE,Surface area (sq. km),447420
Switzerland,CHE,CO2 emissions (kg per PPP $ of GDP),..
Switzerland,CHE,CO2 emissions (kt),..
Switzerland,CHE,CO2 emissions (metric tons per capita),..
Switzerland,CHE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Switzerland,CHE,GDP (current US$),6.65E+11
Switzerland,CHE,GDP growth (annual %),0.909636998
Switzerland,CHE,GDP per capita (current US$),80214.73015
Switzerland,CHE,"Population, total",8286976
Switzerland,CHE,Surface area (sq. km),41285
Syria,SYR,CO2 emissions (kg per PPP $ of GDP),..
Syria,SYR,CO2 emissions (kt),..
Syria,SYR,CO2 emissions (metric tons per capita),..
Syria,SYR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Syria,SYR,GDP (current US$),..
Syria,SYR,GDP growth (annual %),..
Syria,SYR,GDP per capita (current US$),..
Syria,SYR,"Population, total",18502413
Syria,SYR,Surface area (sq. km),185180
Tajikistan,TJK,CO2 emissions (kg per PPP $ of GDP),..
Tajikistan,TJK,CO2 emissions (kt),..
Tajikistan,TJK,CO2 emissions (metric tons per capita),..
Tajikistan,TJK,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Tajikistan,TJK,GDP (current US$),7853450374
Tajikistan,TJK,GDP growth (annual %),4.2
Tajikistan,TJK,GDP per capita (current US$),925.9118877
Tajikistan,TJK,"Population, total",8481855
Tajikistan,TJK,Surface area (sq. km),142550
Tanzania,TZA,CO2 emissions (kg per PPP $ of GDP),..
Tanzania,TZA,CO2 emissions (kt),..
Tanzania,TZA,CO2 emissions (metric tons per capita),..
Tanzania,TZA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Tanzania,TZA,GDP (current US$),44895392077
Tanzania,TZA,GDP growth (annual %),6.967871634
Tanzania,TZA,GDP per capita (current US$),864.8575023
Tanzania,TZA,"Population, total",53470420
Tanzania,TZA,Surface area (sq. km),947300
Thailand,THA,CO2 emissions (kg per PPP $ of GDP),..
Thailand,THA,CO2 emissions (kt),..
Thailand,THA,CO2 emissions (metric tons per capita),..
Thailand,THA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Thailand,THA,GDP (current US$),3.95E+11
Thailand,THA,GDP growth (annual %),2.819683122
Thailand,THA,GDP per capita (current US$),5816.44069
Thailand,THA,"Population, total",67959359
Thailand,THA,Surface area (sq. km),513120
Timor-Leste,TMP,CO2 emissions (kg per PPP $ of GDP),..
Timor-Leste,TMP,CO2 emissions (kt),..
Timor-Leste,TMP,CO2 emissions (metric tons per capita),..
Timor-Leste,TMP,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Timor-Leste,TMP,GDP (current US$),1412377919
Timor-Leste,TMP,GDP growth (annual %),4.251
Timor-Leste,TMP,GDP per capita (current US$),1134.426428
Timor-Leste,TMP,"Population, total",1245015
Timor-Leste,TMP,Surface area (sq. km),14870
Togo,TGO,CO2 emissions (kg per PPP $ of GDP),..
Togo,TGO,CO2 emissions (kt),..
Togo,TGO,CO2 emissions (metric tons per capita),..
Togo,TGO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Togo,TGO,GDP (current US$),4002723817
Togo,TGO,GDP growth (annual %),5.475268985
Togo,TGO,GDP per capita (current US$),547.9746834
Togo,TGO,"Population, total",7304578
Togo,TGO,Surface area (sq. km),56790
Tonga,TON,CO2 emissions (kg per PPP $ of GDP),..
Tonga,TON,CO2 emissions (kt),..
Tonga,TON,CO2 emissions (metric tons per capita),..
Tonga,TON,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Tonga,TON,GDP (current US$),..
Tonga,TON,GDP growth (annual %),..
Tonga,TON,GDP per capita (current US$),..
Tonga,TON,"Population, total",106170
Tonga,TON,Surface area (sq. km),750
Trinidad and Tobago,TTO,CO2 emissions (kg per PPP $ of GDP),..
Trinidad and Tobago,TTO,CO2 emissions (kt),..
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),..
Trinidad and Tobago,TTO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Trinidad and Tobago,TTO,GDP (current US$),27805745961
Trinidad and Tobago,TTO,GDP growth (annual %),1.006273702
Trinidad and Tobago,TTO,GDP per capita (current US$),20444.07859
Trinidad and Tobago,TTO,"Population, total",1360088
Trinidad and Tobago,TTO,Surface area (sq. km),5130
Tunisia,TUN,CO2 emissions (kg per PPP $ of GDP),..
Tunisia,TUN,CO2 emissions (kt),..
Tunisia,TUN,CO2 emissions (metric tons per capita),..
Tunisia,TUN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Tunisia,TUN,GDP (current US$),43015089723
Tunisia,TUN,GDP growth (annual %),0.80000008
Tunisia,TUN,GDP per capita (current US$),3872.512084
Tunisia,TUN,"Population, total",11107800
Tunisia,TUN,Surface area (sq. km),163610
Turkey,TUR,CO2 emissions (kg per PPP $ of GDP),..
Turkey,TUR,CO2 emissions (kt),..
Turkey,TUR,CO2 emissions (metric tons per capita),..
Turkey,TUR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Turkey,TUR,GDP (current US$),7.18E+11
Turkey,TUR,GDP growth (annual %),3.984859202
Turkey,TUR,GDP per capita (current US$),9130.026065
Turkey,TUR,"Population, total",78665830
Turkey,TUR,Surface area (sq. km),783560
Turkmenistan,TKM,CO2 emissions (kg per PPP $ of GDP),..
Turkmenistan,TKM,CO2 emissions (kt),..
Turkmenistan,TKM,CO2 emissions (metric tons per capita),..
Turkmenistan,TKM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Turkmenistan,TKM,GDP (current US$),37334232257
Turkmenistan,TKM,GDP growth (annual %),6.49999991
Turkmenistan,TKM,GDP per capita (current US$),6947.840023
Turkmenistan,TKM,"Population, total",5373502
Turkmenistan,TKM,Surface area (sq. km),488100
Turks and Caicos Islands,TCA,CO2 emissions (kg per PPP $ of GDP),..
Turks and Caicos Islands,TCA,CO2 emissions (kt),..
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),..
Turks and Caicos Islands,TCA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Turks and Caicos Islands,TCA,GDP (current US$),..
Turks and Caicos Islands,TCA,GDP growth (annual %),..
Turks and Caicos Islands,TCA,GDP per capita (current US$),..
Turks and Caicos Islands,TCA,"Population, total",34339
Turks and Caicos Islands,TCA,Surface area (sq. km),950
Tuvalu,TUV,CO2 emissions (kg per PPP $ of GDP),..
Tuvalu,TUV,CO2 emissions (kt),..
Tuvalu,TUV,CO2 emissions (metric tons per capita),..
Tuvalu,TUV,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Tuvalu,TUV,GDP (current US$),..
Tuvalu,TUV,GDP growth (annual %),..
Tuvalu,TUV,GDP per capita (current US$),..
Tuvalu,TUV,"Population, total",9916
Tuvalu,TUV,Surface area (sq. km),30
Uganda,UGA,CO2 emissions (kg per PPP $ of GDP),..
Uganda,UGA,CO2 emissions (kt),..
Uganda,UGA,CO2 emissions (metric tons per capita),..
Uganda,UGA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Uganda,UGA,GDP (current US$),26369242278
Uganda,UGA,GDP growth (annual %),5.04298098
Uganda,UGA,GDP per capita (current US$),675.5734662
Uganda,UGA,"Population, total",39032383
Uganda,UGA,Surface area (sq. km),241550
Ukraine,UKR,CO2 emissions (kg per PPP $ of GDP),..
Ukraine,UKR,CO2 emissions (kt),..
Ukraine,UKR,CO2 emissions (metric tons per capita),..
Ukraine,UKR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Ukraine,UKR,GDP (current US$),90615023324
Ukraine,UKR,GDP growth (annual %),-9.899982989
Ukraine,UKR,GDP per capita (current US$),2114.954716
Ukraine,UKR,"Population, total",45198200
Ukraine,UKR,Surface area (sq. km),603550
United Arab Emirates,ARE,CO2 emissions (kg per PPP $ of GDP),..
United Arab Emirates,ARE,CO2 emissions (kt),..
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),..
United Arab Emirates,ARE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
United Arab Emirates,ARE,GDP (current US$),3.70E+11
United Arab Emirates,ARE,GDP growth (annual %),3.182678195
United Arab Emirates,ARE,GDP per capita (current US$),40438.37636
United Arab Emirates,ARE,"Population, total",9156963
United Arab Emirates,ARE,Surface area (sq. km),83600
United Kingdom,GBR,CO2 emissions (kg per PPP $ of GDP),..
United Kingdom,GBR,CO2 emissions (kt),..
United Kingdom,GBR,CO2 emissions (metric tons per capita),..
United Kingdom,GBR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
United Kingdom,GBR,GDP (current US$),2.85E+12
United Kingdom,GBR,GDP growth (annual %),2.329183321
United Kingdom,GBR,GDP per capita (current US$),43734.00017
United Kingdom,GBR,"Population, total",65138232
United Kingdom,GBR,Surface area (sq. km),243610
United States,USA,CO2 emissions (kg per PPP $ of GDP),..
United States,USA,CO2 emissions (kt),..
United States,USA,CO2 emissions (metric tons per capita),..
United States,USA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
United States,USA,GDP (current US$),1.79E+13
United States,USA,GDP growth (annual %),2.425970526
United States,USA,GDP per capita (current US$),55836.79263
United States,USA,"Population, total",321418820
United States,USA,Surface area (sq. km),9831510
Uruguay,URY,CO2 emissions (kg per PPP $ of GDP),..
Uruguay,URY,CO2 emissions (kt),..
Uruguay,URY,CO2 emissions (metric tons per capita),..
Uruguay,URY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Uruguay,URY,GDP (current US$),53442697568
Uruguay,URY,GDP growth (annual %),0.982258638
Uruguay,URY,GDP per capita (current US$),15573.90092
Uruguay,URY,"Population, total",3431555
