Country Name,Country Code,Series Name,2015 [YR2015]
Dominica,DMA,CO2 emissions (metric tons per capita),..
Dominica,DMA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Dominica,DMA,CO2 emissions from gaseous fuel consumption (% of total),..
Dominica,DMA,GDP (current US$),537777777.8
Dominica,DMA,GDP growth (annual %),2.75974026
Dominica,DMA,GDP per capita (current US$),7399.25396
Dominica,DMA,"Population, total",72680
Dominica,DMA,Surface area (sq. km),750
Dominican Republic,DOM,CO2 emissions (kg per PPP $ of GDP),..
Dominican Republic,DOM,CO2 emissions (kt),..
Dominican Republic,DOM,CO2 emissions (metric tons per capita),..
Dominican Republic,DOM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Dominican Republic,DOM,CO2 emissions from gaseous fuel consumption (% of total),..
Dominican Republic,DOM,GDP (current US$),67103263863
Dominican Republic,DOM,GDP growth (annual %),6.953313621
Dominican Republic,DOM,GDP per capita (current US$),6373.553553
Dominican Republic,DOM,"Population, total",10528391
Dominican Republic,DOM,Surface area (sq. km),48670
Ecuador,ECU,CO2 emissions (kg per PPP $ of GDP),..
Ecuador,ECU,CO2 emissions (kt),..
Ecuador,ECU,CO2 emissions (metric tons per capita),..
Ecuador,ECU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Ecuador,ECU,CO2 emissions from gaseous fuel consumption (% of total),..
Ecuador,ECU,GDP (current US$),1.01E+11
Ecuador,ECU,GDP growth (annual %),0.290361073
Ecuador,ECU,GDP per capita (current US$),6248.110873
Ecuador,ECU,"Population, total",16144363
Ecuador,ECU,Surface area (sq. km),256370
Egypt,EGY,CO2 emissions (kg per PPP $ of GDP),..
Egypt,EGY,CO2 emissions (kt),..
Egypt,EGY,CO2 emissions (metric tons per capita),..
Egypt,EGY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Egypt,EGY,CO2 emissions from gaseous fuel consumption (% of total),..
Egypt,EGY,GDP (current US$),3.31E+11
Egypt,EGY,GDP growth (annual %),4.2
Egypt,EGY,GDP per capita (current US$),3614.746766
Egypt,EGY,"Population, total",91508084
Egypt,EGY,Surface area (sq. km),1001450
El Salvador,SLV,CO2 emissions (kg per PPP $ of GDP),..
El Salvador,SLV,CO2 emissions (kt),..
El Salvador,SLV,CO2 emissions (metric tons per capita),..
El Salvador,SLV,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
El Salvador,SLV,CO2 emissions from gaseous fuel consumption (% of total),..
El Salvador,SLV,GDP (current US$),25850200000
El Salvador,SLV,GDP growth (annual %),2.455062222
El Salvador,SLV,GDP per capita (current US$),4219.35033
El Salvador,SLV,"Population, total",6126583
El Salvador,SLV,Surface area (sq. km),21040
Equatorial Guinea,GNQ,CO2 emissions (kg per PPP $ of GDP),..
Equatorial Guinea,GNQ,CO2 emissions (kt),..
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),..
Equatorial Guinea,GNQ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Equatorial Guinea,GNQ,CO2 emissions from gaseous fuel consumption (% of total),..
Equatorial Guinea,GNQ,GDP (current US$),9397792253
Equatorial Guinea,GNQ,GDP growth (annual %),-12.19385266
Equatorial Guinea,GNQ,GDP per capita (current US$),11120.85799
Equatorial Guinea,GNQ,"Population, total",845060
Equatorial Guinea,GNQ,Surface area (sq. km),28050
Eritrea,ERI,CO2 emissions (kg per PPP $ of GDP),..
Eritrea,ERI,CO2 emissions (kt),..
Eritrea,ERI,CO2 emissions (metric tons per capita),..
Eritrea,ERI,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Eritrea,ERI,CO2 emissions from gaseous fuel consumption (% of total),..
Eritrea,ERI,GDP (current US$),..
Eritrea,ERI,GDP growth (annual %),..
Eritrea,ERI,GDP per capita (current US$),..
Eritrea,ERI,"Population, total",..
Eritrea,ERI,Surface area (sq. km),117600
Estonia,EST,CO2 emissions (kg per PPP $ of GDP),..
Estonia,EST,CO2 emissions (kt),..
Estonia,EST,CO2 emissions (metric tons per capita),..
Estonia,EST,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Estonia,EST,CO2 emissions from gaseous fuel consumption (% of total),..
Estonia,EST,GDP (current US$),22691482755
Estonia,EST,GDP growth (annual %),1.067840531
Estonia,EST,GDP per capita (current US$),17295.36383
Estonia,EST,"Population, total",1311998
Estonia,EST,Surface area (sq. km),45230
Ethiopia,ETH,CO2 emissions (kg per PPP $ of GDP),..
Ethiopia,ETH,CO2 emissions (kt),..
Ethiopia,ETH,CO2 emissions (metric tons per capita),..
Ethiopia,ETH,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Ethiopia,ETH,CO2 emissions from gaseous fuel consumption (% of total),..
Ethiopia,ETH,GDP (current US$),61537143095
Ethiopia,ETH,GDP growth (annual %),9.607518001
Ethiopia,ETH,GDP per capita (current US$),619.1435631
Ethiopia,ETH,"Population, total",99390750
Ethiopia,ETH,Surface area (sq. km),1104300
Faroe Islands,FRO,CO2 emissions (kg per PPP $ of GDP),..
Faroe Islands,FRO,CO2 emissions (kt),..
Faroe Islands,FRO,CO2 emissions (metric tons per capita),..
Faroe Islands,FRO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Faroe Islands,FRO,CO2 emissions from gaseous fuel consumption (% of total),..
Faroe Islands,FRO,GDP (current US$),..
Faroe Islands,FRO,GDP growth (annual %),..
Faroe Islands,FRO,GDP per capita (current US$),..
Faroe Islands,FRO,"Population, total",48199
Faroe Islands,FRO,Surface area (sq. km),1396
Fiji,FJI,CO2 emissions (kg per PPP $ of GDP),..
Fiji,FJI,CO2 emissions (kt),..
Fiji,FJI,CO2 emissions (metric tons per capita),..
Fiji,FJI,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Fiji,FJI,CO2 emissions from gaseous fuel consumption (% of total),..
Fiji,FJI,GDP (current US$),4386008745
Fiji,FJI,GDP growth (annual %),3.419565179
Fiji,FJI,GDP per capita (current US$),4916.250996
Fiji,FJI,"Population, total",892145
Fiji,FJI,Surface area (sq. km),18270
Finland,FIN,CO2 emissions (kg per PPP $ of GDP),..
Finland,FIN,CO2 emissions (kt),..
Finland,FIN,CO2 emissions (metric tons per capita),..
Finland,FIN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Finland,FIN,CO2 emissions from gaseous fuel consumption (% of total),..
Finland,FIN,GDP (current US$),2.30E+11
Finland,FIN,GDP growth (annual %),0.546055314
Finland,FIN,GDP per capita (current US$),41920.79775
Finland,FIN,"Population, total",5482013
Finland,FIN,Surface area (sq. km),338420
France,FRA,CO2 emissions (kg per PPP $ of GDP),..
France,FRA,CO2 emissions (kt),..
France,FRA,CO2 emissions (metric tons per capita),..
France,FRA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
France,FRA,CO2 emissions from gaseous fuel consumption (% of total),..
France,FRA,GDP (current US$),2.42E+12
France,FRA,GDP growth (annual %),1.155966989
France,FRA,GDP per capita (current US$),36248.18019
France,FRA,"Population, total",66808385
France,FRA,Surface area (sq. km),549087
French Polynesia,PYF,CO2 emissions (kg per PPP $ of GDP),..
French Polynesia,PYF,CO2 emissions (kt),..
French Polynesia,PYF,CO2 emissions (metric tons per capita),..
French Polynesia,PYF,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
French Polynesia,PYF,CO2 emissions from gaseous fuel consumption (% of total),..
French Polynesia,PYF,GDP (current US$),..
French Polynesia,PYF,GDP growth (annual %),..
French Polynesia,PYF,GDP per capita (current US$),..
French Polynesia,PYF,"Population, total",282764
French Polynesia,PYF,Surface area (sq. km),4000
Gabon,GAB,CO2 emissions (kg per PPP $ of GDP),..
Gabon,GAB,CO2 emissions (kt),..
Gabon,GAB,CO2 emissions (metric tons per capita),..
Gabon,GAB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Gabon,GAB,CO2 emissions from gaseous fuel consumption (% of total),..
Gabon,GAB,GDP (current US$),14339723935
Gabon,GAB,GDP growth (annual %),3.856683734
Gabon,GAB,GDP per capita (current US$),8311.476512
Gabon,GAB,"Population, total",1725292
Gabon,GAB,Surface area (sq. km),267670
"Gambia, The",GMB,CO2 emissions (kg per PPP $ of GDP),..
"Gambia, The",GMB,CO2 emissions (kt),..
"Gambia, The",GMB,CO2 emissions (metric tons per capita),..
"Gambia, The",GMB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
"Gambia, The",GMB,CO2 emissions from gaseous fuel consumption (% of total),..
"Gambia, The",GMB,GDP (current US$),..
"Gambia, The",GMB,GDP growth (annual %),..
"Gambia, The",GMB,GDP per capita (current US$),..
"Gambia, The",GMB,"Population, total",1990924
"Gambia, The",GMB,Surface area (sq. km),11300
Georgia,GEO,CO2 emissions (kg per PPP $ of GDP),..
Georgia,GEO,CO2 emissions (kt),..
Georgia,GEO,CO2 emissions (metric tons per capita),..
Georgia,GEO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Georgia,GEO,CO2 emissions from gaseous fuel consumption (% of total),..
Georgia,GEO,GDP (current US$),13965385802
Georgia,GEO,GDP growth (annual %),2.774928095
Georgia,GEO,GDP per capita (current US$),3795.973308
Georgia,GEO,"Population, total",3679000
Georgia,GEO,Surface area (sq. km),69700
Germany,DEU,CO2 emissions (kg per PPP $ of GDP),..
Germany,DEU,CO2 emissions (kt),..
Germany,DEU,CO2 emissions (metric tons per capita),..
Germany,DEU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Germany,DEU,CO2 emissions from gaseous fuel consumption (% of total),..
Germany,DEU,GDP (current US$),3.36E+12
Germany,DEU,GDP growth (annual %),1.687723781
Germany,DEU,GDP per capita (current US$),41219.04921
Germany,DEU,"Population, total",81413145
Germany,DEU,Surface area (sq. km),357170
Ghana,GHA,CO2 emissions (kg per PPP $ of GDP),..
Ghana,GHA,CO2 emissions (kt),..
Ghana,GHA,CO2 emissions (metric tons per capita),..
Ghana,GHA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Ghana,GHA,CO2 emissions from gaseous fuel consumption (% of total),..
Ghana,GHA,GDP (current US$),37864368220
Ghana,GHA,GDP growth (annual %),3.882704469
Ghana,GHA,GDP per capita (current US$),1381.412478
Ghana,GHA,"Population, total",27409893
Ghana,GHA,Surface area (sq. km),238540
Gibraltar,GIB,CO2 emissions (kg per PPP $ of GDP),..
Gibraltar,GIB,CO2 emissions (kt),..
Gibraltar,GIB,CO2 emissions (metric tons per capita),..
Gibraltar,GIB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Gibraltar,GIB,CO2 emissions from gaseous fuel consumption (% of total),..
Gibraltar,GIB,GDP (current US$),..
Gibraltar,GIB,GDP growth (annual %),..
Gibraltar,GIB,GDP per capita (current US$),..
Gibraltar,GIB,"Population, total",32217
Gibraltar,GIB,Surface area (sq. km),10
Greece,GRC,CO2 emissions (kg per PPP $ of GDP),..
Greece,GRC,CO2 emissions (kt),..
Greece,GRC,CO2 emissions (metric tons per capita),..
Greece,GRC,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Greece,GRC,CO2 emissions from gaseous fuel consumption (% of total),..
Greece,GRC,GDP (current US$),1.95E+11
Greece,GRC,GDP growth (annual %),-0.231571523
Greece,GRC,GDP per capita (current US$),18035.55432
Greece,GRC,"Population, total",10823732
Greece,GRC,Surface area (sq. km),131960
Greenland,GRL,CO2 emissions (kg per PPP $ of GDP),..
Greenland,GRL,CO2 emissions (kt),..
Greenland,GRL,CO2 emissions (metric tons per capita),..
Greenland,GRL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Greenland,GRL,CO2 emissions from gaseous fuel consumption (% of total),..
Greenland,GRL,GDP (current US$),..
Greenland,GRL,GDP growth (annual %),..
Greenland,GRL,GDP per capita (current US$),..
Greenland,GRL,"Population, total",56114
Greenland,GRL,Surface area (sq. km),410450
Grenada,GRD,CO2 emissions (kg per PPP $ of GDP),..
Grenada,GRD,CO2 emissions (kt),..
Grenada,GRD,CO2 emissions (metric tons per capita),..
Grenada,GRD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Grenada,GRD,CO2 emissions from gaseous fuel consumption (% of total),..
Grenada,GRD,GDP (current US$),978148148.1
Grenada,GRD,GDP growth (annual %),3.410985657
Grenada,GRD,GDP per capita (current US$),9156.547139
Grenada,GRD,"Population, total",106825
Grenada,GRD,Surface area (sq. km),340
Guam,GUM,CO2 emissions (kg per PPP $ of GDP),..
Guam,GUM,CO2 emissions (kt),..
Guam,GUM,CO2 emissions (metric tons per capita),..
Guam,GUM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Guam,GUM,CO2 emissions from gaseous fuel consumption (% of total),..
Guam,GUM,GDP (current US$),..
Guam,GUM,GDP growth (annual %),..
Guam,GUM,GDP per capita (current US$),..
Guam,GUM,"Population, total",169885
Guam,GUM,Surface area (sq. km),540
Guatemala,GTM,CO2 emissions (kg per PPP $ of GDP),..
Guatemala,GTM,CO2 emissions (kt),..
Guatemala,GTM,CO2 emissions (metric tons per capita),..
Guatemala,GTM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Guatemala,GTM,CO2 emissions from gaseous fuel consumption (% of total),..
Guatemala,GTM,GDP (current US$),63794348775
Guatemala,GTM,GDP growth (annual %),4.148784475
Guatemala,GTM,GDP per capita (current US$),3903.490842
Guatemala,GTM,"Population, total",16342897
Guatemala,GTM,Surface area (sq. km),108890
Guinea,GIN,CO2 emissions (kg per PPP $ of GDP),..
Guinea,GIN,CO2 emissions (kt),..
Guinea,GIN,CO2 emissions (metric tons per capita),..
Guinea,GIN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Guinea,GIN,CO2 emissions from gaseous fuel consumption (% of total),..
Guinea,GIN,GDP (current US$),6699203543
Guinea,GIN,GDP growth (annual %),0.099994528
Guinea,GIN,GDP per capita (current US$),531.3205952
Guinea,GIN,"Population, total",12608590
Guinea,GIN,Surface area (sq. km),245860
Guinea-Bissau,GNB,CO2 emissions (kg per PPP $ of GDP),..
Guinea-Bissau,GNB,CO2 emissions (kt),..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),..
Guinea-Bissau,GNB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Guinea-Bissau,GNB,CO2 emissions from gaseous fuel consumption (% of total),..
Guinea-Bissau,GNB,GDP (current US$),1056851008
Guinea-Bissau,GNB,GDP growth (annual %),4.796779831
Guinea-Bissau,GNB,GDP per capita (current US$),573.0286189
Guinea-Bissau,GNB,"Population, total",1844325
Guinea-Bissau,GNB,Surface area (sq. km),36130
Guyana,GUY,CO2 emissions (kg per PPP $ of GDP),..
Guyana,GUY,CO2 emissions (kt),..
Guyana,GUY,CO2 emissions (metric tons per capita),..
Guyana,GUY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Guyana,GUY,CO2 emissions from gaseous fuel consumption (% of total),..
Guyana,GUY,GDP (current US$),3166029056
Guyana,GUY,GDP growth (annual %),3.005814078
Guyana,GUY,GDP per capita (current US$),4127.351018
Guyana,GUY,"Population, total",767085
Guyana,GUY,Surface area (sq. km),214970
Haiti,HTI,CO2 emissions (kg per PPP $ of GDP),..
Haiti,HTI,CO2 emissions (kt),..
Haiti,HTI,CO2 emissions (metric tons per capita),..
Haiti,HTI,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Haiti,HTI,CO2 emissions from gaseous fuel consumption (% of total),..
Haiti,HTI,GDP (current US$),8877465911
Haiti,HTI,GDP growth (annual %),1.651661377
Haiti,HTI,GDP per capita (current US$),828.8124714
Haiti,HTI,"Population, total",10711067
Haiti,HTI,Surface area (sq. km),27750
Honduras,HND,CO2 emissions (kg per PPP $ of GDP),..
Honduras,HND,CO2 emissions (kt),..
Honduras,HND,CO2 emissions (metric tons per capita),..
Honduras,HND,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Honduras,HND,CO2 emissions from gaseous fuel consumption (% of total),..
Honduras,HND,GDP (current US$),20152043003
Honduras,HND,GDP growth (annual %),3.635262488
Honduras,HND,GDP per capita (current US$),2495.590498
Honduras,HND,"Population, total",8075060
Honduras,HND,Surface area (sq. km),112490
"Hong Kong SAR, China",HKG,CO2 emissions (kg per PPP $ of GDP),..
"Hong Kong SAR, China",HKG,CO2 emissions (kt),..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),..
"Hong Kong SAR, China",HKG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
"Hong Kong SAR, China",HKG,CO2 emissions from gaseous fuel consumption (% of total),..
"Hong Kong SAR, China",HKG,GDP (current US$),3.10E+11
"Hong Kong SAR, China",HKG,GDP growth (annual %),2.360550321
"Hong Kong SAR, China",HKG,GDP per capita (current US$),42422.87402
"Hong Kong SAR, China",HKG,"Population, total",7305700
"Hong Kong SAR, China",HKG,Surface area (sq. km),1100
Hungary,HUN,CO2 emissions (kg per PPP $ of GDP),..
Hungary,HUN,CO2 emissions (kt),..
Hungary,HUN,CO2 emissions (metric tons per capita),..
Hungary,HUN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Hungary,HUN,CO2 emissions from gaseous fuel consumption (% of total),..
Hungary,HUN,GDP (current US$),1.21E+11
Hungary,HUN,GDP growth (annual %),2.938915791
Hungary,HUN,GDP per capita (current US$),12259.11503
Hungary,HUN,"Population, total",9844686
Hungary,HUN,Surface area (sq. km),93030
Iceland,ISL,CO2 emissions (kg per PPP $ of GDP),..
Iceland,ISL,CO2 emissions (kt),..
Iceland,ISL,CO2 emissions (metric tons per capita),..
Iceland,ISL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Iceland,ISL,CO2 emissions from gaseous fuel consumption (% of total),..
Iceland,ISL,GDP (current US$),16598494831
Iceland,ISL,GDP growth (annual %),3.957122201
Iceland,ISL,GDP per capita (current US$),50173.33992
Iceland,ISL,"Population, total",330823
Iceland,ISL,Surface area (sq. km),103000
India,IND,CO2 emissions (kg per PPP $ of GDP),..
India,IND,CO2 emissions (kt),..
India,IND,CO2 emissions (metric tons per capita),..
India,IND,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
India,IND,CO2 emissions from gaseous fuel consumption (% of total),..
India,IND,GDP (current US$),2.07E+12
India,IND,GDP growth (annual %),7.570130368
India,IND,GDP per capita (current US$),1581.588913
India,IND,"Population, total",1311050527
India,IND,Surface area (sq. km),3287260
Indonesia,IDN,CO2 emissions (kg per PPP $ of GDP),..
Indonesia,IDN,CO2 emissions (kt),..
Indonesia,IDN,CO2 emissions (metric tons per capita),..
Indonesia,IDN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Indonesia,IDN,CO2 emissions from gaseous fuel consumption (% of total),..
Indonesia,IDN,GDP (current US$),8.62E+11
Indonesia,IDN,GDP growth (annual %),4.793921304
Indonesia,IDN,GDP per capita (current US$),3346.487039
Indonesia,IDN,"Population, total",257563815
Indonesia,IDN,Surface area (sq. km),1910930
Iran,IRN,CO2 emissions (kg per PPP $ of GDP),..
Iran,IRN,CO2 emissions (kt),..
Iran,IRN,CO2 emissions (metric tons per capita),..
Iran,IRN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Iran,IRN,CO2 emissions from gaseous fuel consumption (% of total),..
Iran,IRN,GDP (current US$),..
Iran,IRN,GDP growth (annual %),..
Iran,IRN,GDP per capita (current US$),..
Iran,IRN,"Population, total",79109272
Iran,IRN,Surface area (sq. km),1745150
Iraq,IRQ,CO2 emissions (kg per PPP $ of GDP),..
Iraq,IRQ,CO2 emissions (kt),..
Iraq,IRQ,CO2 emissions (metric tons per capita),..
Iraq,IRQ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Iraq,IRQ,CO2 emissions from gaseous fuel consumption (% of total),..
Iraq,IRQ,GDP (current US$),1.69E+11
Iraq,IRQ,GDP growth (annual %),2.1
Iraq,IRQ,GDP per capita (current US$),4629.076634
Iraq,IRQ,"Population, total",36423395
Iraq,IRQ,Surface area (sq. km),435240
Ireland,IRL,CO2 emissions (kg per PPP $ of GDP),..
Ireland,IRL,CO2 emissions (kt),..
Ireland,IRL,CO2 emissions (metric tons per capita),..
Ireland,IRL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Ireland,IRL,CO2 emissions from gaseous fuel consumption (% of total),..
Ireland,IRL,GDP (current US$),2.38E+11
Ireland,IRL,GDP growth (annual %),7.811395995
Ireland,IRL,GDP per capita (current US$),51289.73044
Ireland,IRL,"Population, total",4640703
Ireland,IRL,Surface area (sq. km),70280
Isle of Man,IMY,CO2 emissions (kg per PPP $ of GDP),..
Isle of Man,IMY,CO2 emissions (kt),..
Isle of Man,IMY,CO2 emissions (metric tons per capita),..
Isle of Man,IMY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Isle of Man,IMY,CO2 emissions from gaseous fuel consumption (% of total),..
Isle of Man,IMY,GDP (current US$),..
Isle of Man,IMY,GDP growth (annual %),..
Isle of Man,IMY,GDP per capita (current US$),..
Isle of Man,IMY,"Population, total",87780
Isle of Man,IMY,Surface area (sq. km),570
Israel,ISR,CO2 emissions (kg per PPP $ of GDP),..
Israel,ISR,CO2 emissions (kt),..
Israel,ISR,CO2 emissions (metric tons per capita),..
Israel,ISR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Israel,ISR,CO2 emissions from gaseous fuel consumption (% of total),..
Israel,ISR,GDP (current US$),2.96E+11
Israel,ISR,GDP growth (annual %),2.488076224
Israel,ISR,GDP per capita (current US$),35329.5111
Israel,ISR,"Population, total",8380400
Israel,ISR,Surface area (sq. km),22070
Italy,ITA,CO2 emissions (kg per PPP $ of GDP),..
Italy,ITA,CO2 emissions (kt),..
Italy,ITA,CO2 emissions (metric tons per capita),..
Italy,ITA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Italy,ITA,CO2 emissions from gaseous fuel consumption (% of total),..
Italy,ITA,GDP (current US$),1.81E+12
Italy,ITA,GDP growth (annual %),0.759532981
Italy,ITA,GDP per capita (current US$),29847.04979
Italy,ITA,"Population, total",60802085
Italy,ITA,Surface area (sq. km),301340
Ivory Coast,CIV,CO2 emissions (kg per PPP $ of GDP),..
Ivory Coast,CIV,CO2 emissions (kt),..
Ivory Coast,CIV,CO2 emissions (metric tons per capita),..
Ivory Coast,CIV,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Ivory Coast,CIV,CO2 emissions from gaseous fuel consumption (% of total),..
Ivory Coast,CIV,GDP (current US$),31752543539
Ivory Coast,CIV,GDP growth (annual %),8.441713171
Ivory Coast,CIV,GDP per capita (current US$),1398.694589
Ivory Coast,CIV,"Population, total",22701556
Ivory Coast,CIV,Surface area (sq. km),322460
Jamaica,JAM,CO2 emissions (kg per PPP $ of GDP),..
Jamaica,JAM,CO2 emissions (kt),..
Jamaica,JAM,CO2 emissions (metric tons per capita),..
Jamaica,JAM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Jamaica,JAM,CO2 emissions from gaseous fuel consumption (% of total),..
Jamaica,JAM,GDP (current US$),14005654599
Jamaica,JAM,GDP growth (annual %),0.9
Jamaica,JAM,GDP per capita (current US$),5137.91553
Jamaica,JAM,"Population, total",2725941
Jamaica,JAM,Surface area (sq. km),10990
Japan,JPN,CO2 emissions (kg per PPP $ of GDP),..
Japan,JPN,CO2 emissions (kt),..
Japan,JPN,CO2 emissions (metric tons per capita),..
Japan,JPN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Japan,JPN,CO2 emissions from gaseous fuel consumption (% of total),..
Japan,JPN,GDP (current US$),4.12E+12
Japan,JPN,GDP growth (annual %),0.472784704
Japan,JPN,GDP per capita (current US$),32477.21514
Japan,JPN,"Population, total",126958472
Japan,JPN,Surface area (sq. km),377962
Jordan,JOR,CO2 emissions (kg per PPP $ of GDP),..
Jordan,JOR,CO2 emissions (kt),..
Jordan,JOR,CO2 emissions (metric tons per capita),..
Jordan,JOR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Jordan,JOR,CO2 emissions from gaseous fuel consumption (% of total),..
Jordan,JOR,GDP (current US$),37517410299
Jordan,JOR,GDP growth (annual %),2.382686629
Jordan,JOR,GDP per capita (current US$),4940.045838
Jordan,JOR,"Population, total",7594547
Jordan,JOR,Surface area (sq. km),89320
Kazakhstan,KAZ,CO2 emissions (kg per PPP $ of GDP),..
Kazakhstan,KAZ,CO2 emissions (kt),..
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),..
Kazakhstan,KAZ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Kazakhstan,KAZ,CO2 emissions from gaseous fuel consumption (% of total),..
Kazakhstan,KAZ,GDP (current US$),1.84E+11
Kazakhstan,KAZ,GDP growth (annual %),1.2
Kazakhstan,KAZ,GDP per capita (current US$),10508.3964
Kazakhstan,KAZ,"Population, total",17544126
Kazakhstan,KAZ,Surface area (sq. km),2724902
Kenya,KEN,CO2 emissions (kg per PPP $ of GDP),..
Kenya,KEN,CO2 emissions (kt),..
Kenya,KEN,CO2 emissions (metric tons per capita),..
Kenya,KEN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Kenya,KEN,CO2 emissions from gaseous fuel consumption (% of total),..
Kenya,KEN,GDP (current US$),63398041540
Kenya,KEN,GDP growth (annual %),5.649197078
Kenya,KEN,GDP per capita (current US$),1376.712829
Kenya,KEN,"Population, total",46050302
Kenya,KEN,Surface area (sq. km),580370
Kiribati,KIR,CO2 emissions (kg per PPP $ of GDP),..
Kiribati,KIR,CO2 emissions (kt),..
Kiribati,KIR,CO2 emissions (metric tons per capita),..
Kiribati,KIR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Kiribati,KIR,CO2 emissions from gaseous fuel consumption (% of total),..
Kiribati,KIR,GDP (current US$),145237022
Kiribati,KIR,GDP growth (annual %),3.144654088
Kiribati,KIR,GDP per capita (current US$),1291.879971
Kiribati,KIR,"Population, total",112423
Kiribati,KIR,Surface area (sq. km),810
Kosovo,KSV,CO2 emissions (kg per PPP $ of GDP),..
Kosovo,KSV,CO2 emissions (kt),..
Kosovo,KSV,CO2 emissions (metric tons per capita),..
Kosovo,KSV,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Kosovo,KSV,CO2 emissions from gaseous fuel consumption (% of total),..
Kosovo,KSV,GDP (current US$),6385937673
Kosovo,KSV,GDP growth (annual %),3.62444573
Kosovo,KSV,GDP per capita (current US$),3553.367343
Kosovo,KSV,"Population, total",1797151
Kosovo,KSV,Surface area (sq. km),10887
Kuwait,KWT,CO2 emissions (kg per PPP $ of GDP),..
Kuwait,KWT,CO2 emissions (kt),..
Kuwait,KWT,CO2 emissions (metric tons per capita),..
Kuwait,KWT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Kuwait,KWT,CO2 emissions from gaseous fuel consumption (% of total),..
Kuwait,KWT,GDP (current US$),1.13E+11
Kuwait,KWT,GDP growth (annual %),-0.4
Kuwait,KWT,GDP per capita (current US$),28984.64339
Kuwait,KWT,"Population, total",3892115
Kuwait,KWT,Surface area (sq. km),17820
Kyrgyzstan,KGZ,CO2 emissions (kg per PPP $ of GDP),..
Kyrgyzstan,KGZ,CO2 emissions (kt),..
Kyrgyzstan,KGZ,CO2 emissions (metric tons per capita),..
Kyrgyzstan,KGZ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Kyrgyzstan,KGZ,CO2 emissions from gaseous fuel consumption (% of total),..
Kyrgyzstan,KGZ,GDP (current US$),6571853849
Kyrgyzstan,KGZ,GDP growth (annual %),3.469280798
